DATE	IC4WSA	ICNSA	ICSA
2017-02-11	248250	245886	251000
2017-02-18	247000	239322	246000
2017-02-25	242250	212829	235000
2017-03-04	245750	243959	251000
2017-03-11	244750	222227	247000
2017-03-18	248000	224693	259000
2017-03-25	252500	228269	253000
2017-04-01	250000	208347	241000
2017-04-08	247250	239823	236000
2017-04-15	244250	225864	247000
2017-04-22	244000	241611	252000
2017-04-29	244250	210955	242000
2017-05-06	244500	215040	237000
2017-05-13	242250	206905	238000
2017-05-20	238500	210544	237000
2017-05-27	241250	232138	253000
2017-06-03	243500	212696	246000
2017-06-10	244000	234652	240000
2017-06-17	245750	228883	244000
2017-06-24	243250	239635	243000
2017-07-01	244500	252886	251000
2017-07-08	245500	284329	244000
2017-07-15	244250	257763	239000
2017-07-22	244000	220455	242000
2017-07-29	242000	198776	243000
2017-08-05	241500	211924	242000
2017-08-12	240750	198280	236000
2017-08-19	239500	195130	237000
2017-08-26	238250	196227	238000
2017-09-02	251000	250627	293000
2017-09-09	258750	211923	267000
2017-09-16	263250	212313	255000
2017-09-23	268250	212987	258000
2017-09-30	258500	204180	254000
2017-10-07	252000	229241	241000
2017-10-14	245750	205592	230000
2017-10-21	239750	216004	234000
2017-10-28	234750	215977	234000
2017-11-04	233750	242111	237000
2017-11-11	238750	236654	250000
2017-11-18	240000	275004	239000
2017-11-25	241250	224851	239000
2017-12-02	240750	325988	235000
2017-12-09	235500	282009	229000
2017-12-16	236250	287396	242000
2017-12-23	237000	324958	242000
2017-12-30	240250	351348	248000
2018-01-06	244750	403619	247000
2018-01-13	240750	354050	226000
2018-01-20	237500	260070	229000
2018-01-27	234000	267766	234000
2018-02-03	228000	242962	223000
2018-02-10	230000	232805	234000
2018-02-17	227250	212213	218000
2018-02-24	223000	195931	217000
2018-03-03	224750	225513	230000
2018-03-10	222750	204862	226000
2018-03-17	225000	198591	227000
2018-03-24	225250	195375	218000
2018-03-31	228250	200996	242000
2018-04-07	230000	231725	233000
2018-04-14	231500	226090	233000
2018-04-21	229250	200139	209000
2018-04-28	221500	186451	211000
2018-05-05	216000	190262	211000
2018-05-12	213500	195214	223000
2018-05-19	219750	207043	234000
2018-05-26	222750	202846	223000
2018-06-02	225500	191523	222000
2018-06-09	225000	217289	221000
2018-06-16	221000	206023	218000
2018-06-23	222250	222766	228000
2018-06-30	224500	231072	231000
